depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.030000 0.110555 0.234157 0.372865 0.363983 0.495830 0.615038
0.155000 0.666137 0.922845 1.289307 1.440850 2.033633 2.945305
0.280000 1.249107 1.703996 2.461924 2.491651 3.300777 3.895850
0.405000 2.137039 2.897430 3.641015 3.543286 4.155906 4.576046
0.530000 4.053801 4.347599 4.625947 4.634895 4.914241 5.214476
0.655000 4.743523 5.154508 5.568784 5.592448 6.046023 6.569700
0.780000 5.466144 5.940617 6.500628 6.465981 6.961480 7.328652
0.905000 6.397344 6.904597 7.318513 7.279880 7.663694 7.974387
1.030000 7.597871 7.803336 8.056103 8.047204 8.284766 8.499540
1.142500 8.053147 8.365323 8.635454 8.644867 8.930554 9.257432
1.255000 8.573801 8.897063 9.194445 9.214975 9.536377 9.954036
1.367500 9.142132 9.455517 9.775377 9.779706 10.102804 10.470720
1.480000 9.784624 10.079744 10.376223 10.383829 10.699563 11.018736
1.592500 10.289874 10.685530 11.109005 11.100604 11.516645 11.904451
1.705000 10.912673 11.426198 11.872526 11.838551 12.252216 12.615549
1.817500 11.764072 12.257742 12.626796 12.588556 12.899413 13.177539
1.930000 12.843939 13.073793 13.288466 13.291326 13.495075 13.736965
2.046667 13.327915 13.579519 13.838896 13.836207 14.069085 14.365950
2.163333 13.823525 14.095577 14.384369 14.375207 14.630522 14.944822
2.280000 14.420121 14.695428 14.954396 14.957757 15.207160 15.513504
2.413333 15.126044 15.491922 15.975719 16.140999 16.839510 17.791572
2.546667 16.033996 16.774165 17.762869 17.628134 18.376830 18.981732
2.680000 18.795434 19.038707 19.291239 19.316454 19.599905 20.000121
2.780000 19.559740 19.993369 20.642531 20.734342 21.514628 22.197846
2.880000 20.541852 21.397945 22.195221 22.050401 22.611123 22.959460
2.980000 22.777451 22.982591 23.167880 23.176947 23.385307 23.596987
