depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.030000 3.151737 3.339488 3.493677 3.495769 3.667157 3.845200
0.100000 3.779236 4.008191 4.252312 4.267519 4.539334 4.784410
0.200000 7.904522 8.130695 8.403129 8.417187 8.700489 9.014556
0.285000 9.576175 10.385408 11.771285 11.798826 13.249227 14.057537
0.370000 13.981950 14.346109 14.739240 14.735272 15.090882 15.476123
0.470000 15.467859 16.059392 16.560793 16.603046 17.180648 17.874055
0.570000 16.914856 17.596198 18.114612 18.087514 18.609191 19.122257
0.670000 18.893761 19.210911 19.526070 19.521060 19.827230 20.117147
0.800000 20.390636 20.892558 21.272322 21.267850 21.646047 22.123398
0.930000 22.598028 22.884345 23.129893 23.133769 23.402050 23.653197
1.065000 24.019549 24.753293 25.402093 25.387512 25.943752 26.815596
1.200000 27.358164 27.567336 27.791949 27.814933 28.081872 28.360307
1.315000 28.782774 29.279149 29.630616 29.651370 30.037557 30.605033
1.430000 30.905755 31.125031 31.325679 31.345994 31.563746 31.900785
1.515000 31.800297 32.232579 32.531171 32.521448 32.822032 33.191834
1.600000 33.192488 33.443108 33.719079 33.707063 33.946823 34.137510
1.685000 34.174849 34.694056 34.998490 34.996659 35.297810 35.781910
1.770000 35.834151 36.086298 36.298045 36.312149 36.537857 36.813452
1.900000 37.646640 37.983435 38.270847 38.254734 38.523040 38.733758
