depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.100000 3.694941 3.873115 4.102158 4.097404 4.319505 4.521144
0.180000 6.727751 7.020649 7.257671 7.243223 7.453507 7.684738
0.260000 10.155805 10.419224 10.691517 10.693418 10.963843 11.152319
0.300000 11.239161 11.529363 11.798039 11.796918 12.082619 12.325915
0.340000 12.855576 13.074731 13.261930 13.276568 13.490299 13.755720
0.380000 14.023251 14.231497 14.508307 14.517354 14.798304 15.094086
0.420000 15.017700 15.259975 15.527369 15.524746 15.781900 16.069694
0.526667 16.275285 16.829760 17.274949 17.285894 17.747713 18.279135
0.633333 17.881638 18.354956 18.766948 18.790995 19.237674 19.750229
0.740000 19.612560 19.910158 20.233300 20.209450 20.510489 20.750192
0.820000 20.225298 20.470037 20.774331 20.767348 21.055684 21.315224
0.900000 20.847332 21.040527 21.296593 21.302450 21.565199 21.794518
0.980000 21.927428 22.061147 22.214873 22.212644 22.360540 22.499706
