depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.055000 2.258680 2.482653 2.671318 2.670423 2.866450 3.047195
0.105000 3.356539 3.637383 3.920301 3.933309 4.244634 4.539747
0.180000 4.398767 4.909754 5.858549 5.885914 6.854650 7.321335
0.255000 7.419750 7.595113 7.801183 7.806798 8.006118 8.270885
0.355000 10.968785 11.294541 11.589921 11.594710 11.911756 12.251855
0.496667 11.782542 12.158578 12.580774 12.601595 13.037433 13.491503
0.638333 12.552309 12.995440 13.454210 13.463789 13.923336 14.442779
0.780000 13.343863 13.831428 14.325003 14.309477 14.760848 15.240027
0.921667 14.246426 14.711248 15.182131 15.170764 15.612556 16.114977
1.063333 15.173531 15.586153 16.031165 16.013240 16.433039 16.820458
1.205000 16.183603 16.538145 16.896697 16.884195 17.229412 17.521481
1.280000 16.772690 17.120155 17.462352 17.459620 17.807345 18.086935
1.355000 17.384853 17.693632 18.068325 18.045492 18.364115 18.661612
1.471667 18.096131 18.405057 18.743072 18.727880 19.044614 19.287753
1.588333 18.854499 19.147834 19.409488 19.411865 19.691361 19.918879
1.705000 19.754103 19.971188 20.128066 20.122255 20.276684 20.438089
1.740000 20.130142 20.272368 20.410855 20.413047 20.557210 20.725139
