depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.575000 1.290465 1.467368 1.671328 1.670352 1.877742 2.061697
0.717857 1.633361 1.872240 2.159472 2.238026 2.550317 3.377970
0.860714 1.990756 2.269304 2.721493 2.819749 3.417985 4.228630
1.003571 2.358044 2.714820 3.357064 3.411695 4.106843 4.803670
1.146429 2.822958 3.248370 4.025834 4.001975 4.728500 5.247991
1.289286 3.379198 3.934107 4.689932 4.618897 5.228974 5.651400
1.432143 4.040132 4.822674 5.363305 5.283341 5.723021 6.058869
1.575000 5.569942 5.765907 6.010134 6.011248 6.235313 6.474529
1.687500 6.099159 6.464887 7.177850 7.211241 7.969842 8.374408
1.800000 7.981018 8.210549 8.451648 8.466502 8.713403 8.934897
1.925000 8.555895 8.870372 9.449727 9.594123 10.438685 11.047930
2.050000 9.247837 9.899416 10.853788 10.698859 11.387049 11.793603
2.175000 11.107670 11.418512 11.750004 11.748004 12.090079 12.365006
2.319000 11.504085 11.878197 12.285060 12.321728 12.735225 13.313323
2.463000 11.913464 12.285869 12.758558 12.831957 13.385219 14.051233
2.607000 12.248378 12.699499 13.270486 13.306350 13.925397 14.552871
2.751000 12.634965 13.124634 13.714064 13.769916 14.438918 15.047395
2.895000 13.054166 13.552296 14.207336 14.235709 14.931803 15.591672
3.039000 13.402142 14.023704 14.705191 14.712405 15.391411 16.048248
3.183000 13.804354 14.451803 15.197195 15.164645 15.849886 16.416971
3.327000 14.270436 14.935831 15.680838 15.635097 16.331466 16.856410
3.471000 14.711665 15.392838 16.165364 16.101170 16.793491 17.241708
3.615000 15.133711 15.880036 16.600364 16.560729 17.220236 17.639646
3.759000 15.637046 16.359709 17.088151 17.010359 17.645809 18.028224
3.903000 16.152298 16.913334 17.563134 17.476811 18.013963 18.378142
4.047000 16.702608 17.459519 18.016027 17.934005 18.385549 18.704331
4.191000 17.425060 18.066788 18.446178 18.392088 18.739967 19.044050
4.335000 18.324288 18.611018 18.839252 18.842165 19.095186 19.353835
4.480278 18.639584 18.944180 19.224386 19.252122 19.584590 20.011569
4.625556 18.951172 19.252379 19.605676 19.640221 20.036131 20.545710
4.770833 19.277653 19.583957 19.976495 20.026767 20.479436 21.030020
4.916111 19.572539 19.911021 20.360590 20.398352 20.882890 21.412349
5.061389 19.882875 20.244600 20.744787 20.787466 21.322767 21.854871
5.206667 20.226940 20.633357 21.145440 21.174806 21.708669 22.238443
5.351944 20.552530 21.016342 21.544954 21.553060 22.086120 22.567780
5.497222 20.906986 21.404164 21.932771 21.929813 22.489569 22.919868
5.642500 21.242327 21.781369 22.316888 22.305822 22.842102 23.290396
5.787778 21.601737 22.155587 22.675693 22.680853 23.232929 23.743745
5.933056 21.954306 22.541440 23.083168 23.067165 23.604231 24.102002
6.078333 22.386336 22.913624 23.448844 23.446306 23.962476 24.465314
6.223611 22.697326 23.272313 23.838265 23.821250 24.365769 24.878260
6.368889 23.092437 23.662579 24.219336 24.203084 24.741588 25.259930
6.514167 23.434787 24.048672 24.609837 24.581796 25.102346 25.630328
6.659444 23.838377 24.415631 24.972014 24.958399 25.472047 26.038932
6.804722 24.236568 24.797083 25.329593 25.327446 25.879104 26.388994
6.950000 24.614934 25.157909 25.700555 25.699953 26.238853 26.768192
7.095278 24.998507 25.545765 26.098410 26.095624 26.639737 27.191765
7.240556 25.404798 25.949450 26.476176 26.485190 27.021441 27.618427
7.385833 25.788000 26.326060 26.859613 26.866240 27.430217 27.966187
7.531111 26.153222 26.663930 27.222041 27.243522 27.808655 28.357174
7.676389 26.481429 27.051185 27.608570 27.620140 28.221783 28.785006
7.821667 26.872436 27.436947 27.973943 27.996522 28.565066 29.151428
7.966944 27.244671 27.809555 28.371222 28.378927 28.971563 29.479403
