depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.115000 4.581203 4.757359 4.949136 4.957734 5.165269 5.358953
0.155000 7.288545 7.489669 7.670305 7.669350 7.853434 8.054316
0.195000 8.151601 8.340379 8.526066 8.551131 8.777661 9.053858
0.235000 11.405940 11.774732 12.095119 12.081812 12.379831 12.613838
0.355000 13.326641 14.050278 14.645745 14.611720 15.181424 15.692212
0.475000 16.123424 16.292140 16.465739 16.468985 16.649149 16.804569
0.495000 16.378202 16.566282 16.721470 16.722679 16.898528 17.018931
0.535000 16.812713 16.979777 17.137635 17.143249 17.310281 17.479912
0.675000 18.156514 18.325285 18.551912 18.538789 18.732005 18.885181
0.775000 18.939818 19.108085 19.278368 19.276654 19.438694 19.597615
0.815000 19.316119 19.498286 19.676477 19.671700 19.839450 20.002043
0.875000 19.932133 20.109792 20.299521 20.296825 20.477271 20.663838
0.955000 20.686888 20.891079 21.112385 21.120251 21.363978 21.550506
1.035000 21.768590 21.920266 22.075290 22.065770 22.204228 22.337299
