depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.030000 3.315429 3.509679 3.686162 3.689822 3.877313 4.062374
0.130000 6.408539 6.621211 6.861498 6.861041 7.102282 7.284554
0.200000 9.379024 9.659267 9.998093 9.980879 10.287678 10.534266
0.265000 10.397286 10.657686 10.952528 10.938866 11.189899 11.528577
0.295000 11.411241 11.726789 12.015018 12.012608 12.320997 12.581296
0.330000 14.391992 14.863041 15.180220 15.159147 15.476057 15.780466
0.430000 18.122607 18.536322 18.921898 18.927366 19.324713 19.705085
0.515000 19.558839 20.000832 20.421323 20.446197 20.925498 21.321966
0.600000 21.353303 21.632039 21.907634 21.895459 22.143103 22.405424
0.715000 23.263593 24.057817 24.484602 24.483161 24.885939 25.705401
0.830000 26.504437 26.801159 27.056753 27.038678 27.266794 27.499655
0.970000 29.238720 29.556359 29.866933 29.844400 30.104577 30.438737
1.070000 30.904753 31.286716 31.682123 31.680122 32.073078 32.509230
1.170000 32.852657 33.190887 33.488065 33.470604 33.771899 34.014774
1.250000 34.003946 34.358542 34.735604 34.740975 35.117578 35.493284
1.330000 35.525972 35.834470 36.090936 36.097629 36.362480 36.693276
1.430000 37.112569 37.835825 38.997795 38.897874 39.817996 40.589147
1.530000 41.727134 41.886165 42.022219 42.019778 42.160330 42.292387
