depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.525000 6.302316 6.460322 6.632681 6.629617 6.798799 6.965598
0.650714 6.741714 6.959168 7.162869 7.172894 7.394945 7.659055
0.776429 7.159141 7.428154 7.685902 7.690265 7.971343 8.225158
0.902143 7.650593 7.897489 8.208529 8.211086 8.513102 8.813241
1.027857 8.119664 8.442398 8.734637 8.731189 9.028925 9.359443
1.153571 8.664951 8.934841 9.245124 9.253101 9.553457 9.890922
1.279286 9.221225 9.507529 9.779562 9.787712 10.080869 10.434530
1.405000 9.845691 10.072255 10.331974 10.353880 10.635724 10.994687
1.511667 10.361694 10.732243 11.213836 11.368327 12.070677 12.984778
1.618333 11.064592 11.768397 12.771903 12.652590 13.409114 13.914919
1.725000 13.497444 13.722852 13.994576 14.038466 14.357819 14.734360
1.845000 14.172794 14.534254 15.064960 15.130336 15.710958 16.498275
1.965000 14.822689 15.399127 16.175885 16.156994 16.894403 17.413157
2.085000 15.765677 16.605841 17.232816 17.141515 17.666098 17.992202
2.205000 17.606333 17.929553 18.173649 18.173483 18.434213 18.609569
2.315000 18.304898 18.674612 19.144112 19.246360 19.845851 20.766623
2.425000 19.026728 19.569106 20.322680 20.323272 21.044166 21.492450
2.535000 19.912133 20.910021 21.543608 21.398094 21.853857 22.148105
2.645000 22.095772 22.255545 22.411074 22.413397 22.576509 22.744609
