depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.280000 4.162450 4.389971 4.588860 4.591940 4.793158 4.991530
0.355000 4.887991 5.265818 5.844521 5.898704 6.579190 6.989076
0.430000 6.771362 7.088735 7.321185 7.303355 7.518419 7.744094
0.550000 7.655037 8.046966 8.591539 8.730179 9.426535 10.735279
0.670000 8.489637 9.037540 9.988471 10.022518 11.041822 11.769153
0.790000 9.442254 10.272104 11.366765 11.224163 12.150477 12.633080
0.910000 10.563933 11.776685 12.538040 12.396983 13.022785 13.327719
1.030000 13.231702 13.407977 13.610729 13.599469 13.779897 13.951556
1.050000 13.497931 13.649696 13.821064 13.815354 13.974283 14.109455
1.075000 13.792663 13.947337 14.093700 14.099328 14.245401 14.398754
1.080000 13.839432 14.009822 14.156615 14.157335 14.306549 14.453387
1.100000 14.069219 14.228853 14.365895 14.368707 14.518220 14.646470
1.125000 14.285170 14.446242 14.586465 14.583517 14.725904 14.837338
1.150000 14.502845 14.645366 14.779062 14.771922 14.907791 15.015216
1.175000 14.686919 14.821772 14.946604 14.939649 15.061798 15.152806
1.200000 14.863464 14.989003 15.111911 15.098665 15.207615 15.301048
1.225000 15.044034 15.146617 15.251181 15.248519 15.349044 15.444236
1.250000 15.194085 15.302377 15.404568 15.398035 15.489652 15.577281
1.275000 15.349760 15.456160 15.546665 15.544222 15.635800 15.710199
1.300000 15.510424 15.602041 15.691112 15.688502 15.776148 15.843257
1.325000 15.667019 15.743067 15.832030 15.828524 15.909978 15.975799
1.350000 15.818309 15.897373 15.981271 15.976778 16.059504 16.124334
1.375000 15.959935 16.046716 16.127211 16.127408 16.208331 16.275432
1.380000 15.999333 16.081633 16.161509 16.161546 16.244810 16.305900
1.400000 16.117227 16.208660 16.285958 16.285732 16.369515 16.436875
1.425000 16.262777 16.361381 16.447631 16.444475 16.525177 16.594711
1.450000 16.485804 16.560104 16.635798 16.635845 16.714517 16.793873
1.475000 16.646415 16.720347 16.798943 16.796703 16.869205 16.949641
1.500000 16.808901 16.895623 16.982454 16.993093 17.087703 17.247301
1.525000 17.136809 17.329012 17.521422 17.524847 17.729511 17.899550
1.550000 17.496597 17.669075 17.828675 17.824645 17.987002 18.098339
1.565000 17.767691 17.900642 18.030547 18.024826 18.147385 18.242624
1.575000 17.895231 18.029184 18.146929 18.142058 18.254874 18.358535
1.585000 18.013692 18.140870 18.242397 18.242110 18.346871 18.454636
1.600000 18.140937 18.266675 18.368294 18.367516 18.475222 18.588755
1.625000 18.332093 18.449041 18.549953 18.552051 18.658374 18.761524
1.650000 18.505026 18.629279 18.731368 18.731543 18.835001 18.964372
1.675000 18.685789 18.807702 18.905306 18.908500 19.011646 19.135140
1.700000 18.873350 18.974682 19.080313 19.084911 19.195741 19.336948
1.750000 19.194142 19.298140 19.403205 19.405403 19.509488 19.622336
1.765000 19.318691 19.418553 19.526828 19.523806 19.626263 19.738941
1.775000 19.390701 19.501680 19.609702 19.610193 19.719089 19.833094
1.800000 19.590736 19.686060 19.798649 19.799523 19.915532 20.027511
1.825000 19.746607 19.858346 19.969571 19.971594 20.088083 20.194216
1.830000 19.780876 19.893811 20.007411 20.009813 20.122998 20.238748
1.850000 19.935751 20.035927 20.155038 20.154210 20.275639 20.388944
1.875000 20.086027 20.204924 20.319621 20.325811 20.446998 20.571493
1.900000 20.287324 20.408548 20.534897 20.541836 20.669374 20.823195
1.925000 20.485694 20.615891 20.746500 20.756911 20.897665 21.085476
1.950000 20.705705 20.833319 20.985250 20.996267 21.160749 21.335318
1.965000 20.872327 21.001380 21.182249 21.181160 21.353902 21.517963
1.975000 20.963223 21.105301 21.300367 21.293809 21.466259 21.619871
2.000000 21.155106 21.330928 21.520145 21.519288 21.698080 21.873271
2.025000 21.350338 21.538380 21.725672 21.722608 21.905796 22.089474
2.050000 21.543146 21.741836 21.915590 21.916270 22.089899 22.259473
