depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.005000 0.559626 0.692466 0.846765 0.849228 0.993325 1.167193
0.125000 1.911069 2.619147 3.398180 3.581824 4.657772 5.892319
0.245000 4.241767 5.140948 6.298903 6.253611 7.314757 8.138927
0.365000 8.674570 9.017757 9.307875 9.305187 9.589637 9.918356
0.440000 10.254355 10.804260 11.324628 11.322627 11.847692 12.389756
0.515000 12.659601 12.828424 13.029100 13.040068 13.245532 13.484586
0.605000 14.133958 14.434307 14.752371 14.725985 15.001438 15.219272
0.680000 15.311174 15.819655 16.330691 16.300424 16.728025 17.242108
0.755000 17.581390 17.914295 18.154830 18.153469 18.420630 18.628268
0.887500 19.468120 20.610653 21.566729 21.554875 22.429643 23.488139
1.020000 25.003325 25.230592 25.482954 25.467046 25.694098 25.882902
1.110000 26.672745 27.634136 28.416762 28.439428 29.299563 30.272093
1.200000 30.880819 31.091904 31.291998 31.335597 31.600391 31.938575
1.320000 33.769825 34.122621 34.403403 34.412425 34.715308 35.043853
1.452000 35.361053 36.081458 36.879447 36.944428 37.799091 38.844293
1.584000 37.161584 38.068008 39.104500 39.156169 40.238101 41.547695
1.716000 39.221798 40.211538 41.276400 41.300203 42.432079 43.538079
1.848000 41.609624 42.616997 43.556122 43.555160 44.502226 45.451690
1.980000 44.688429 45.318841 45.997030 46.059126 46.804443 47.654443
