depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.030000 0.873758 1.427706 1.878030 1.825261 2.186828 2.497956
0.055000 1.369468 1.769530 2.130817 2.094610 2.405063 2.702515
0.080000 1.796350 2.093714 2.382765 2.371392 2.645612 2.937841
0.105000 2.010444 2.347633 2.710133 2.772634 3.194744 3.866745
0.130000 2.213836 2.554681 3.108326 3.174121 3.825073 4.428930
0.155000 2.403417 2.811552 3.560021 3.605874 4.379889 5.041303
0.180000 2.606102 3.079019 4.005851 3.998598 4.856872 5.686384
0.230000 3.061102 3.659503 4.795529 4.843414 5.962518 7.338485
0.255000 3.243067 3.978281 5.178390 5.223825 6.442616 7.790113
0.280000 3.463638 4.274945 5.535069 5.576639 6.864215 8.109926
0.305000 3.806942 4.663518 5.893291 5.962696 7.305419 8.484629
0.330000 4.070168 4.942758 6.298675 6.352431 7.811413 8.821088
0.355000 4.377896 5.314402 6.735633 6.738228 8.194736 9.246970
0.380000 4.671538 5.716796 7.160269 7.145566 8.550006 9.596980
0.405000 4.987147 6.104374 7.605274 7.551806 8.862493 9.911078
0.430000 5.312868 6.565032 8.045029 7.980085 9.307493 10.154203
0.480000 6.105178 7.822385 9.049265 8.925993 10.105958 10.749157
0.505000 6.670866 8.160463 9.480183 9.295326 10.474327 11.072179
0.555000 7.668916 8.937423 10.363796 10.094406 11.143963 11.583420
0.580000 7.980858 9.185811 10.737809 10.431859 11.439864 11.922635
0.605000 8.261129 9.465616 11.084194 10.725529 11.680067 12.177295
0.630000 8.513735 9.722416 11.422287 11.028724 11.952374 12.454536
0.655000 8.782217 10.022027 11.689635 11.319816 12.246584 12.808607
0.680000 8.998214 10.324719 11.891449 11.563466 12.447802 13.043699
0.755000 9.781629 11.214201 12.362132 12.142158 12.972018 13.630350
0.780000 9.909250 11.452830 12.520367 12.322956 13.136454 13.848292
0.805000 10.152548 11.670609 12.675799 12.503324 13.304758 14.045549
