depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.000000 6.008465 6.243773 6.480508 6.490853 6.742155 7.033667
0.010000 6.102536 6.343145 6.583937 6.599054 6.846853 7.190224
0.020000 6.220320 6.451026 6.719418 6.727597 6.996206 7.342664
0.050000 6.580834 6.898397 7.325515 7.372305 7.861017 8.355781
0.100000 8.422342 9.069372 9.628720 9.613941 10.178253 10.679356
0.145000 9.376805 10.538544 11.244535 11.137995 11.756824 12.210033
0.150000 9.428999 10.600734 11.304412 11.197226 11.811610 12.257587
0.200000 10.501182 11.355468 11.877845 11.822880 12.330484 12.696915
0.275000 12.190444 12.599684 13.146335 13.119914 13.594262 13.986978
0.325000 12.845615 13.207976 13.686285 13.640450 14.036655 14.318663
0.375000 13.352693 13.718095 14.070041 14.042870 14.353508 14.632218
0.400000 13.572220 13.940711 14.244197 14.232840 14.523389 14.792632
0.425000 13.878453 14.165178 14.436796 14.428770 14.697124 14.939753
0.450000 14.185227 14.374608 14.629363 14.627374 14.873268 15.090199
0.475000 14.378314 14.579048 14.824426 14.832011 15.074821 15.298199
0.500000 14.563230 14.772434 15.013132 15.023041 15.266851 15.513259
0.525000 14.689343 14.920603 15.160295 15.176554 15.438580 15.728721
0.633333 15.119305 15.343388 15.613217 15.623272 15.895688 16.253524
0.741667 15.539440 15.767582 16.037665 16.058850 16.360667 16.739647
0.850000 15.971577 16.195007 16.450644 16.492596 16.795529 17.227590
0.900000 16.187633 16.416568 16.693847 16.737211 17.045986 17.493063
0.950000 16.405793 16.661149 16.947292 16.988453 17.324480 17.767495
0.975000 16.537828 16.794572 17.079305 17.128216 17.468035 17.919467
1.110000 17.055150 17.353348 17.770213 17.790502 18.206577 18.718474
1.190000 17.391868 17.749668 18.241391 18.243540 18.709881 19.248345
1.270000 17.678756 18.126669 18.693546 18.679148 19.171922 19.719663
1.350000 18.069071 18.549099 19.152765 19.126670 19.634859 20.225570
1.390000 18.250085 18.748757 19.378803 19.347443 19.860923 20.479190
1.515000 18.830570 19.438732 20.014419 19.976187 20.480049 20.973604
1.640000 19.477581 20.124319 20.639022 20.595017 21.051628 21.578980
1.680000 19.676127 20.375405 20.883174 20.831613 21.273229 21.792397
1.720000 19.943808 20.618134 21.133569 21.075217 21.498150 22.016987
1.860000 21.114381 21.597868 21.935102 21.913811 22.242099 22.660647
2.000000 22.388546 22.609992 22.825978 22.835780 23.069632 23.285337
