depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.005000 0.251177 0.552281 0.778975 0.773291 1.008894 1.176534
0.017500 0.505706 0.743995 0.939435 0.933547 1.136420 1.292322
0.022500 0.577904 0.808532 1.006343 0.995600 1.181706 1.351820
0.027500 0.686196 0.871479 1.065903 1.058527 1.236620 1.398448
0.030000 0.712175 0.902559 1.099741 1.090965 1.275511 1.431056
0.032500 0.738427 0.932540 1.131279 1.123677 1.313562 1.463195
0.037500 0.800104 0.997275 1.200187 1.194824 1.391023 1.565067
0.042500 0.851196 1.066487 1.268787 1.265812 1.459615 1.684731
0.047500 0.898397 1.120978 1.333766 1.337964 1.537621 1.825016
0.052500 0.938554 1.177039 1.401305 1.409226 1.627329 1.966822
0.057500 0.995420 1.228673 1.465611 1.480408 1.706315 2.110958
0.062500 1.049764 1.286181 1.519654 1.549730 1.790562 2.257684
0.067500 1.115528 1.342240 1.581187 1.620087 1.883346 2.410128
0.072500 1.156823 1.395937 1.654742 1.694295 1.969113 2.555787
0.077500 1.192899 1.448439 1.719136 1.767047 2.059789 2.748368
0.085000 1.263810 1.525897 1.815344 1.883277 2.198439 3.069413
0.092500 1.323594 1.594943 1.903545 2.000653 2.340646 3.364173
0.097500 1.363646 1.646975 1.970228 2.070432 2.430628 3.499779
0.102500 1.407448 1.701045 2.031176 2.140472 2.519281 3.627404
0.107500 1.459109 1.747585 2.095340 2.210135 2.608797 3.764483
0.112500 1.507958 1.797585 2.160880 2.276730 2.681572 3.910441
0.117500 1.556548 1.835980 2.226813 2.345168 2.786869 4.023119
0.122500 1.599516 1.892569 2.292341 2.412146 2.887566 4.148047
0.127500 1.635005 1.948683 2.361791 2.484113 2.967201 4.242398
0.132500 1.666365 1.998145 2.424769 2.556538 3.062104 4.367858
0.137500 1.699851 2.049501 2.498432 2.627415 3.154574 4.490607
0.142500 1.743938 2.087134 2.568325 2.698616 3.261617 4.586979
0.147500 1.792716 2.139474 2.645492 2.770448 3.331518 4.650839
0.152500 1.835279 2.183392 2.713492 2.841696 3.408097 4.760963
0.157500 1.890482 2.230266 2.784419 2.915162 3.515261 4.832316
0.165000 1.931173 2.318360 2.887456 3.032800 3.644441 5.093294
0.172500 1.986297 2.413767 2.998679 3.156332 3.832058 5.309836
0.177500 2.030785 2.455081 3.076282 3.230387 3.896860 5.475159
0.182500 2.063853 2.499415 3.152485 3.299789 4.001040 5.541423
0.187500 2.106981 2.552120 3.220986 3.370797 4.090348 5.614833
0.192500 2.134663 2.594781 3.299734 3.440717 4.177905 5.752807
0.197500 2.184327 2.653505 3.395467 3.510251 4.270314 5.962663
0.202500 2.234619 2.722699 3.468848 3.580306 4.351181 6.007991
0.207500 2.282652 2.781284 3.528887 3.650402 4.406312 6.115852
0.212500 2.337354 2.853678 3.616243 3.720850 4.478330 6.271212
0.217500 2.387423 2.934676 3.673728 3.793994 4.566161 6.339472
0.222500 2.454567 2.998437 3.746237 3.871681 4.623757 6.412806
0.227500 2.491521 3.093147 3.812759 3.948276 4.713900 6.516135
0.232500 2.555345 3.149908 3.915529 4.025950 4.808774 6.656750
0.237500 2.609975 3.207285 3.999941 4.101276 4.904272 6.724298
0.245000 2.663167 3.322652 4.147074 4.239955 5.007798 6.803675
