depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.060000 2.350366 2.536121 2.764952 2.760523 2.969761 3.182761
0.090000 3.038603 3.410616 4.172111 4.536991 5.909800 7.308683
0.130000 7.935974 8.702243 9.506495 9.645481 10.778794 11.655227
0.170000 9.889945 10.928695 11.871263 11.713748 12.360134 12.869569
0.210000 11.601957 12.284983 12.839861 12.875444 13.412581 14.525228
0.250000 14.672808 14.986618 15.322379 15.332362 15.698425 16.006632
0.290000 15.426128 15.653064 15.902587 15.910082 16.176676 16.419257
0.330000 15.952438 16.146307 16.376400 16.394290 16.638957 16.929040
0.370000 16.370260 16.611256 16.888465 16.902603 17.185249 17.554152
0.410000 16.921231 17.183789 17.513475 17.565151 17.965298 18.540395
0.450000 17.437575 17.767205 18.154760 18.252403 18.785471 19.501062
0.490000 17.939570 18.353944 18.808222 18.917218 19.540460 20.418544
0.530000 18.531002 18.969510 19.435008 19.564822 20.233213 21.072755
0.570000 19.079128 19.522293 20.042363 20.156428 20.850628 21.634917
0.610000 19.553280 20.069875 20.649999 20.710971 21.394973 22.096283
0.650000 20.034162 20.600637 21.249673 21.258545 21.909098 22.564201
0.690000 20.569889 21.151047 21.840760 21.819761 22.468238 23.117028
0.730000 21.065046 21.726741 22.430293 22.410540 23.105660 23.618246
0.770000 21.663827 22.346615 23.133839 23.064366 23.734662 24.152338
0.810000 22.383367 23.271414 23.971513 23.845040 24.367605 24.639036
0.850000 24.204093 24.423691 24.682745 24.679248 24.926428 25.159054
0.890000 24.596478 24.924354 25.234919 25.251399 25.553761 25.996140
0.930000 25.076166 25.431775 25.786972 25.834085 26.194831 26.928395
0.970000 25.623094 26.003301 26.431246 26.507099 26.971767 27.888482
