depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.010000 0.536807 0.734874 0.904723 0.908118 1.079419 1.274471
0.020000 0.676793 0.854950 1.061174 1.072752 1.279803 1.516079
0.050000 1.368595 1.855028 2.482134 2.385294 2.838237 3.202890
0.090000 3.284633 3.846522 4.464894 4.442331 5.056070 5.408034
0.130000 5.238737 5.808745 6.440152 6.468039 7.177489 7.590209
0.170000 7.167954 7.822048 8.466604 8.489287 9.284297 9.744263
0.210000 9.115459 9.876917 10.535349 10.574611 11.383567 11.922685
0.250000 11.048897 11.731979 12.261110 12.199299 12.669178 13.016319
0.290000 12.420710 12.785024 13.159490 13.146316 13.506622 13.809506
0.330000 13.002541 13.360343 13.690226 13.666496 13.982170 14.183358
0.370000 13.528120 13.830756 14.080655 14.065464 14.313315 14.481364
0.410000 13.933132 14.180027 14.373186 14.370937 14.574863 14.769423
0.450000 14.280307 14.451323 14.632938 14.638299 14.823849 15.017669
0.490000 14.513229 14.673095 14.854996 14.856602 15.039738 15.214787
0.530000 14.703678 14.867628 15.045702 15.047445 15.232322 15.394286
0.570000 14.886197 15.040913 15.213535 15.221789 15.411218 15.561573
0.610000 15.036474 15.203451 15.376812 15.379110 15.561432 15.702369
0.650000 15.201767 15.361528 15.530275 15.531966 15.701874 15.874264
0.690000 15.339212 15.505162 15.674191 15.680545 15.857384 16.038952
0.730000 15.501249 15.667731 15.838148 15.844047 16.020146 16.212422
0.770000 15.697498 15.860695 16.029501 16.032706 16.207009 16.390807
0.810000 15.893065 16.069283 16.232596 16.238884 16.409886 16.597322
0.850000 16.172686 16.310336 16.486846 16.492080 16.671307 16.853843
0.890000 16.390772 16.547731 16.719429 16.731407 16.910329 17.106466
0.930000 16.588021 16.764954 16.939975 16.951406 17.152051 17.325011
0.970000 16.793990 16.977415 17.157403 17.161324 17.352817 17.523237
1.010000 17.010154 17.182185 17.369148 17.377140 17.576072 17.765592
1.050000 17.210238 17.391855 17.593592 17.594938 17.790870 17.991085
1.090000 17.415008 17.600566 17.809132 17.811793 18.015704 18.226655
1.130000 17.615595 17.820663 18.033692 18.028090 18.227272 18.442620
1.170000 17.852504 18.026129 18.250843 18.241773 18.431424 18.642961
1.210000 18.046940 18.245524 18.465713 18.456755 18.645469 18.868766
1.250000 18.258895 18.460381 18.676224 18.667897 18.863896 19.074940
1.290000 18.445975 18.666926 18.884160 18.875152 19.077175 19.276282
1.330000 18.674050 18.874645 19.086107 19.081390 19.271129 19.482426
1.370000 18.853495 19.085388 19.293894 19.286396 19.480175 19.676779
1.410000 19.082397 19.298888 19.490566 19.488604 19.683442 19.874194
1.450000 19.313361 19.519303 19.691427 19.694396 19.894960 20.054811
1.490000 19.532664 19.728985 19.902708 19.901627 20.084652 20.259380
1.530000 19.739456 19.936646 20.106545 20.109550 20.294232 20.481965
1.570000 19.945737 20.139830 20.331297 20.342497 20.538612 20.785465
1.650000 20.308962 20.531514 20.756140 20.818373 21.033938 21.731054
1.690000 20.491238 20.745894 20.988552 21.064747 21.317745 21.984941
1.730000 20.709421 20.970674 21.237799 21.331321 21.617598 22.521280
1.760000 20.904166 21.149819 21.442576 21.551895 21.880806 22.834561
1.800000 21.140299 21.397033 21.728999 21.857551 22.264722 23.310010
