depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.020000 1.318380 2.175282 2.853333 2.758328 3.324938 3.695703
0.040000 1.890856 2.650077 3.190300 3.122265 3.598298 3.946489
0.060000 2.402785 3.086662 3.545132 3.482730 3.874788 4.196599
0.100000 3.670724 3.922412 4.183042 4.181762 4.433376 4.700869
0.120000 4.047933 4.319949 4.650820 4.722522 5.100116 5.909243
0.140000 4.425550 4.780209 5.294322 5.366167 5.968674 6.731784
0.180000 5.233735 6.019542 6.783117 6.755876 7.455764 8.185170
0.200000 5.812358 6.778839 7.446212 7.426661 8.068381 8.807403
0.220000 6.462698 7.454525 8.133551 8.129920 8.864089 9.585556
0.260000 8.449128 9.145508 9.722655 9.708894 10.353676 10.783983
0.280000 9.023858 9.713085 10.329618 10.295106 10.876456 11.302908
0.300000 9.581285 10.314827 10.896930 10.882138 11.461157 11.948653
0.340000 12.281365 12.720078 13.162870 13.141402 13.559759 13.906391
0.360000 13.235089 13.628588 13.998388 13.979938 14.309021 14.658671
0.380000 14.085448 14.496573 14.873929 14.869670 15.247434 15.552868
0.420000 15.600509 15.886615 16.225812 16.210440 16.526851 16.797898
0.440000 16.229588 16.501861 16.797155 16.785163 17.050290 17.378517
0.460000 16.473060 16.761685 17.059953 17.050466 17.326038 17.640034
0.500000 16.814252 17.150431 17.452262 17.456016 17.764945 18.057992
0.520000 17.059208 17.362914 17.682997 17.674934 17.990869 18.274988
0.540000 17.273883 17.570081 17.902210 17.891361 18.202671 18.469439
0.580000 17.652257 17.988418 18.328785 18.319078 18.651889 18.921028
0.600000 17.881762 18.231973 18.554781 18.547981 18.878023 19.142103
0.620000 18.095265 18.456562 18.781786 18.773012 19.091309 19.358129
0.660000 18.512189 18.848405 19.159829 19.159233 19.481592 19.764830
0.680000 18.713977 19.060477 19.373411 19.370685 19.689302 19.977069
0.700000 18.921778 19.257844 19.575317 19.578234 19.915846 20.198131
0.740000 19.278697 19.630682 19.959980 19.952856 20.279745 20.556440
0.760000 19.497464 19.844764 20.161829 20.157942 20.489726 20.740452
0.780000 19.695309 20.051721 20.367135 20.363400 20.693824 20.973742
0.820000 20.148622 20.425248 20.738246 20.733274 21.055521 21.324125
0.840000 20.347641 20.625697 20.935718 20.933446 21.248683 21.514847
0.860000 20.566282 20.824866 21.129871 21.131227 21.440058 21.710076
0.900000 20.922044 21.199413 21.476764 21.473808 21.758977 21.990027
0.920000 21.133888 21.406494 21.679041 21.673808 21.948391 22.162836
0.940000 21.383686 21.618755 21.892354 21.886059 22.152073 22.352158
0.980000 21.868742 22.077394 22.292292 22.290307 22.507686 22.702384
1.000000 22.095670 22.325104 22.545483 22.553464 22.781307 23.058238
