depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.005000 3.855776 4.177705 4.481958 4.489416 4.836704 5.157033
0.025000 4.277276 4.675219 5.083703 5.133412 5.578512 6.363854
0.045000 4.724946 5.175806 5.768306 5.814006 6.475250 7.227510
0.065000 5.164917 5.805060 6.548705 6.545373 7.275940 7.950867
0.085000 5.755801 6.555874 7.406270 7.343526 8.111602 8.759465
0.105000 6.540396 7.662909 8.432209 8.326954 8.999471 9.590667
0.125000 7.356602 8.444208 9.249010 9.143938 9.814690 10.354889
0.145000 8.600915 9.273389 9.986523 9.937063 10.587713 11.008903
0.165000 9.332012 9.938037 10.593047 10.538141 11.109131 11.477402
0.185000 10.000155 10.525277 11.067282 11.034507 11.550136 11.911537
0.205000 10.530104 11.027835 11.491798 11.466246 11.927611 12.241456
0.225000 11.082060 11.457042 11.894735 11.870695 12.289226 12.597194
0.245000 11.551383 11.911197 12.350978 12.312241 12.679506 12.962155
0.265000 12.174526 12.571748 12.951841 12.950258 13.301408 13.731404
0.285000 13.062286 13.474927 13.853120 13.854506 14.233117 14.653454
0.305000 13.969373 14.475289 14.926699 14.884882 15.284554 15.619468
0.325000 15.350691 15.701833 16.024421 16.019607 16.348764 16.686914
0.345000 16.173364 16.468717 16.803881 16.829818 17.157741 17.576519
0.365000 16.609905 16.908812 17.263579 17.281216 17.649110 18.107534
0.385000 17.003970 17.349351 17.696152 17.724409 18.088321 18.636947
0.405000 17.338642 17.744702 18.130668 18.147673 18.530090 19.036583
0.425000 17.788001 18.208318 18.665669 18.675870 19.150261 19.655696
0.445000 18.267818 18.816864 19.284638 19.258501 19.700659 20.102209
0.465000 18.992349 19.490946 19.886208 19.860573 20.239575 20.525798
0.485000 19.903261 20.154163 20.447061 20.440039 20.715777 20.970931
0.505000 20.237089 20.522459 20.872407 20.877524 21.230524 21.584517
0.525000 20.598379 20.881329 21.251363 21.270867 21.657257 22.136818
0.565000 21.178182 21.517870 21.944364 21.993421 22.477598 23.104391
0.585000 21.541246 21.921151 22.349823 22.418191 22.935349 23.697544
0.605000 21.867514 22.313122 22.773477 22.847585 23.395873 24.401221
0.645000 22.573371 23.083164 23.766522 23.791746 24.466654 25.464451
0.665000 22.934413 23.523555 24.271296 24.302311 25.052971 26.076829
0.685000 23.276081 23.977393 24.789361 24.827038 25.650229 26.673105
0.705000 23.746973 24.488308 25.340700 25.411218 26.282504 27.580431
