depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.055000 2.317711 2.563324 2.850452 2.843945 3.110934 3.396299
0.060000 2.382461 2.636551 2.925677 2.924738 3.192127 3.482855
0.090000 2.728363 3.149779 3.798575 3.920152 4.833694 5.513617
0.105000 2.950361 3.382767 4.138035 4.248814 5.205845 5.906008
0.120000 3.126651 3.634926 4.508309 4.569573 5.558386 6.320536
0.140000 3.423219 3.970084 5.012978 5.051369 6.074240 6.931378
0.155000 3.617173 4.303998 5.371403 5.383536 6.476727 7.309365
0.170000 3.879843 4.628595 5.696596 5.702595 6.813860 7.650270
0.190000 4.395189 5.193574 6.198338 6.248311 7.279948 8.196198
0.220000 5.637993 6.498749 7.447838 7.463370 8.476506 9.392997
0.255000 7.534537 8.441228 9.050504 9.125581 9.880499 10.962628
0.305000 10.355854 11.627243 12.181874 12.073783 12.623174 13.000247
0.320000 10.718956 11.960644 12.458422 12.364522 12.871383 13.210686
0.340000 10.967681 12.327264 12.765323 12.683116 13.147132 13.510137
0.355000 11.259387 12.523323 12.938126 12.864258 13.299477 13.663641
0.405000 12.492143 12.986323 13.363116 13.345402 13.720755 14.065844
0.455000 12.993933 13.382361 13.728984 13.725504 14.085037 14.460188
0.505000 13.388549 13.735484 14.089503 14.095957 14.466650 14.815246
0.605000 14.089223 14.428930 14.798774 14.800498 15.165098 15.500001
0.705000 14.733899 15.097306 15.486493 15.484644 15.886593 16.196178
0.805000 15.313655 15.704216 16.053795 16.052908 16.405958 16.779269
0.921667 15.862621 16.245048 16.593120 16.596142 16.960329 17.289720
1.038333 16.421413 16.780471 17.140433 17.144231 17.512660 17.802505
1.155000 16.998056 17.333246 17.685538 17.682976 18.031964 18.345204
1.255000 17.549705 17.837378 18.178321 18.175656 18.510021 18.802183
1.355000 18.000723 18.319007 18.669066 18.651354 18.971145 19.277135
1.405000 18.268466 18.600056 18.943768 18.925869 19.228303 19.562793
1.505000 18.805027 19.109010 19.387602 19.385229 19.664179 19.943191
1.555000 19.113401 19.382259 19.665382 19.662348 19.936764 20.205852
1.630000 19.519033 19.782296 20.039705 20.040436 20.295883 20.508445
1.705000 19.991094 20.208308 20.419110 20.417800 20.629815 20.831512
1.740000 20.241085 20.432457 20.624613 20.628478 20.826256 21.035969
1.755000 20.344716 20.547540 20.745795 20.754390 20.956802 21.232717
1.805000 20.621746 20.860223 21.098442 21.182093 21.466783 22.228135
1.905000 21.131655 21.446863 21.827889 21.961498 22.420266 23.726564
1.955000 21.467065 21.798379 22.226762 22.401034 22.963862 24.562751
1.995000 21.765594 22.128447 22.581998 22.774237 23.391401 24.962460
