depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.050000 0.690426 0.882406 1.087658 1.086692 1.299016 1.468920
0.100000 0.788872 1.017560 1.260433 1.269907 1.511210 1.807804
0.150000 0.918853 1.148517 1.424096 1.452278 1.715586 2.292147
0.200000 1.018614 1.281388 1.586791 1.645819 1.986633 2.697239
0.250000 1.119491 1.412056 1.750201 1.831890 2.231385 3.081212
0.300000 1.244553 1.536955 1.901563 2.012851 2.465500 3.409229
0.350000 1.366738 1.684694 2.064457 2.197793 2.711848 3.713057
0.450000 1.596789 1.934644 2.396038 2.582426 3.242243 4.606020
0.500000 1.702168 2.080827 2.565204 2.775438 3.450237 4.899893
0.550000 1.819258 2.221512 2.764822 2.962669 3.691216 5.261471
0.600000 1.934402 2.354698 2.913264 3.138781 3.973540 5.426488
0.650000 2.067471 2.497700 3.086650 3.327404 4.206151 5.744633
0.700000 2.195212 2.636209 3.271710 3.510877 4.448956 6.025069
0.750000 2.316119 2.787095 3.462162 3.698527 4.700774 6.241915
0.800000 2.454480 2.914530 3.614564 3.877141 4.914355 6.532731
0.850000 2.580837 3.069500 3.795845 4.064931 5.150503 6.721857
0.900000 2.689064 3.228684 3.967771 4.248392 5.350905 6.912155
0.950000 2.810250 3.376311 4.170075 4.444816 5.594232 7.144375
1.000000 2.948605 3.537088 4.384206 4.644813 5.878747 7.346578
1.050000 3.048500 3.706449 4.591788 4.852874 6.142885 7.581897
1.100000 3.203864 3.862623 4.816129 5.069248 6.415066 7.852254
1.150000 3.383883 4.028364 5.102940 5.285454 6.689602 8.116962
1.200000 3.532195 4.188152 5.334735 5.509027 6.902805 8.292323
1.250000 3.695305 4.368295 5.587890 5.738356 7.127204 8.457938
1.300000 3.865109 4.569157 5.822332 5.963881 7.354845 8.685923
1.350000 4.082798 4.872451 6.081165 6.215856 7.594217 8.953320
1.400000 4.314712 5.129479 6.350144 6.489612 7.835476 9.170045
1.450000 4.566155 5.454840 6.642209 6.762415 8.059246 9.399875
1.550000 5.367982 6.325981 7.406600 7.504779 8.772807 9.893940
1.600000 5.726957 6.715651 7.729109 7.825145 9.051476 10.134696
1.650000 6.012786 7.092086 8.166595 8.192915 9.379201 10.368806
1.700000 6.600110 7.496823 8.587554 8.600395 9.720918 10.684234
