depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.175000 0.089225 0.338848 0.698916 0.692304 1.035334 1.325015
0.200000 0.168356 0.427548 0.778361 0.765822 1.097604 1.375802
0.220000 0.229289 0.489863 0.833197 0.821724 1.142890 1.415713
0.270000 0.354586 0.631793 0.965391 0.954188 1.262866 1.520149
0.300000 0.449111 0.720243 1.042582 1.035439 1.332233 1.601166
0.320000 0.516106 0.788671 1.095851 1.089073 1.382549 1.628598
0.400000 0.732013 1.021583 1.291591 1.284340 1.559109 1.762892
0.470000 0.961481 1.193334 1.461230 1.454349 1.712530 1.933867
0.500000 1.049652 1.282296 1.546168 1.535207 1.780937 2.009678
0.520000 1.116200 1.347442 1.600803 1.593768 1.828018 2.059822
0.575000 1.268987 1.514939 1.756078 1.753195 1.974279 2.237803
0.600000 1.339743 1.580979 1.839688 1.834919 2.067795 2.367989
0.620000 1.398176 1.654350 1.907210 1.903240 2.148499 2.480225
0.670000 1.507767 1.794204 2.070879 2.127579 2.430146 3.134596
0.700000 1.576326 1.875947 2.182281 2.244137 2.587404 3.292277
0.720000 1.622256 1.947434 2.252988 2.319513 2.689175 3.415387
0.780000 1.766218 2.087950 2.479649 2.610017 3.110150 4.228644
0.870000 1.948600 2.326389 2.873584 3.110521 3.958513 5.896503
0.900000 2.010494 2.407525 2.991546 3.232299 4.087566 6.031007
0.920000 2.090758 2.457562 3.080752 3.312116 4.193848 6.096492
0.980000 2.241444 2.634138 3.463977 3.650910 4.636501 6.411901
1.020000 2.344265 2.756077 3.661959 3.831105 4.896624 6.602676
1.070000 2.455454 2.917409 3.879820 4.085039 5.251914 6.964689
1.100000 2.538309 3.030262 4.001476 4.217647 5.444712 7.130873
1.120000 2.583910 3.118311 4.092486 4.300853 5.547853 7.187193
1.175000 2.788483 3.377952 4.465681 4.659165 6.003208 7.683289
1.220000 2.915433 3.543718 4.768749 4.928883 6.246177 7.929183
1.270000 3.149740 3.827007 5.073693 5.246108 6.598992 8.254232
1.300000 3.252755 3.963936 5.224173 5.405191 6.757189 8.438072
1.320000 3.324150 4.059171 5.317697 5.494224 6.870407 8.487584
1.370000 3.444450 4.435064 5.653884 5.844899 7.253061 8.870184
1.375000 3.466578 4.451374 5.679472 5.864894 7.274627 8.885160
1.400000 3.534763 4.568684 5.836775 5.990003 7.414741 9.031359
1.420000 3.599323 4.676108 5.933893 6.094054 7.552294 9.105420
1.470000 3.873561 5.044808 6.512495 6.523883 7.998563 9.515765
1.480000 3.901956 5.085169 6.557806 6.569365 8.034736 9.537850
1.520000 4.236461 5.477692 6.903717 6.880556 8.362864 9.687509
1.575000 4.733745 6.045041 7.424589 7.457944 8.886350 10.167824
1.600000 4.866029 6.211297 7.585309 7.606303 9.041052 10.324772
1.620000 4.950065 6.345095 7.711892 7.720106 9.158626 10.409723
1.670000 5.483420 6.962169 8.313993 8.260392 9.527631 10.774271
1.700000 5.696137 7.148310 8.513426 8.464322 9.726451 10.940816
1.720000 5.760791 7.275387 8.649404 8.572457 9.813745 11.036484
1.775000 6.327870 8.011674 9.186313 9.141953 10.375146 11.249603
1.800000 6.482567 8.207672 9.311943 9.284318 10.500425 11.348972
1.820000 6.634606 8.305492 9.419574 9.382183 10.601706 11.412296
1.870000 7.210980 8.718760 9.844600 9.780131 10.995211 11.641071
1.900000 7.393248 8.866363 10.016637 9.940289 11.144676 11.713275
1.920000 7.546600 8.965384 10.107285 10.031164 11.220070 11.799707
1.975000 8.028810 9.401044 10.467733 10.403885 11.441360 11.972093
2.000000 8.218199 9.511338 10.591095 10.527125 11.523016 12.066016
2.070000 9.002927 10.280083 11.345248 11.173896 11.984923 12.662963
2.100000 9.129951 10.443014 11.498034 11.319879 12.115145 12.768337
2.120000 9.243930 10.529439 11.574481 11.403830 12.200306 12.835489
2.175000 9.826662 10.977023 11.891944 11.742135 12.417880 13.041950
2.200000 9.892555 11.074809 11.994191 11.844569 12.506972 13.116988
2.225000 10.099087 11.221501 12.081561 11.945247 12.606736 13.232377
2.270000 10.386741 11.496956 12.256010 12.161463 12.802754 13.392200
2.300000 10.474773 11.639965 12.362549 12.275346 12.910813 13.476715
2.320000 10.549298 11.736909 12.417882 12.347328 12.967927 13.551937
2.385000 11.384701 12.106412 12.633237 12.638259 13.204217 13.789350
2.400000 11.441673 12.151396 12.680557 12.689869 13.255731 13.841889
2.420000 11.524476 12.230603 12.751906 12.761946 13.333252 13.882842
2.470000 11.847142 12.463435 12.941129 12.968123 13.521356 14.074485
2.500000 11.997275 12.575323 13.053422 13.072888 13.615399 14.157591
2.520000 12.047708 12.650148 13.112733 13.142791 13.695304 14.221278
2.600000 12.411844 12.960841 13.429184 13.454784 14.013276 14.453451
2.620000 12.481706 13.023411 13.508460 13.521928 14.066150 14.521023
2.670000 12.684107 13.177554 13.700133 13.701502 14.224992 14.649746
2.700000 12.797965 13.270221 13.804141 13.796383 14.320620 14.711216
2.720000 12.856642 13.332803 13.868387 13.856512 14.376533 14.768140
2.775000 13.003566 13.530310 14.052555 14.029086 14.527715 14.923792
2.800000 13.063101 13.606715 14.143893 14.109781 14.610574 14.984130
2.820000 13.108433 13.686000 14.201800 14.172242 14.671509 15.044272
2.870000 13.279214 13.873362 14.382044 14.342067 14.833896 15.218244
2.900000 13.379042 13.966379 14.482607 14.435581 14.943173 15.345564
2.920000 13.435926 14.021950 14.539326 14.494479 15.014194 15.410765
2.965000 13.607445 14.149251 14.645430 14.615359 15.124067 15.535968
2.980000 13.658339 14.190961 14.696776 14.655948 15.162869 15.605422
3.020000 13.767685 14.314015 14.786418 14.766042 15.280236 15.702230
3.070000 13.902040 14.475849 14.913669 14.909089 15.398658 15.844809
3.080000 13.928117 14.500038 14.938687 14.938146 15.422115 15.872894
3.120000 14.076966 14.625662 15.041567 15.050349 15.523432 15.986057
3.175000 14.302921 14.801872 15.164401 15.206583 15.661975 16.154536
3.180000 14.316682 14.820544 15.177582 15.221318 15.673380 16.172004
3.220000 14.522016 14.972764 15.297941 15.339923 15.770579 16.271189
3.270000 14.659865 15.136506 15.437567 15.487165 15.892960 16.366909
3.280000 14.704889 15.181956 15.470885 15.519166 15.920091 16.387683
3.335000 15.013763 15.431766 15.744172 15.769970 16.141500 16.549602
3.370000 15.178760 15.591075 15.927726 15.935806 16.295502 16.696306
3.380000 15.219529 15.621583 15.963951 15.971013 16.326159 16.727508
3.420000 15.429926 15.756883 16.126463 16.139802 16.497004 17.004697
3.470000 15.577291 15.923274 16.283060 16.323751 16.675942 17.344332
3.480000 15.603018 15.964696 16.320005 16.357970 16.709591 17.397632
3.535000 15.769792 16.194486 16.539751 16.598147 16.982890 17.980681
3.570000 15.883723 16.304324 16.674037 16.733643 17.139371 18.224165
3.580000 15.904188 16.326005 16.704972 16.767660 17.183478 18.263966
3.620000 16.001120 16.492963 16.836519 16.917566 17.347105 18.370643
3.670000 16.135142 16.625122 17.006563 17.099739 17.566500 18.565351
3.680000 16.179610 16.650169 17.033065 17.132196 17.589469 18.592646
3.770000 16.389058 16.883695 17.358316 17.461951 18.091898 18.901057
3.780000 16.412951 16.910050 17.396636 17.494093 18.135786 18.964668
3.820000 16.512610 17.013397 17.544373 17.637091 18.329205 19.136111
3.870000 16.647574 17.130964 17.737673 17.808481 18.619656 19.358467
3.880000 16.677598 17.157150 17.771164 17.839205 18.645015 19.379782
3.935000 16.811291 17.279965 17.973339 18.023178 18.837719 19.548600
3.970000 16.883018 17.361513 18.083582 18.136172 19.004703 19.705146
3.980000 16.920438 17.386362 18.112643 18.166465 19.054203 19.773179
4.020000 17.024566 17.470509 18.266404 18.294785 19.166109 19.903363
4.070000 17.114411 17.576101 18.452260 18.456661 19.365570 20.064662
4.080000 17.144592 17.598733 18.479540 18.486619 19.400755 20.104139
4.135000 17.249136 17.691572 18.657420 18.659019 19.595539 20.231951
4.170000 17.328588 17.761204 18.781334 18.762539 19.699714 20.334128
4.180000 17.350449 17.781086 18.808235 18.790391 19.736236 20.351912
4.220000 17.435343 17.858454 18.958419 18.911026 19.839233 20.470482
4.270000 17.557919 17.944886 19.130169 19.066619 20.023446 20.647945
4.280000 17.590088 17.966031 19.152929 19.095061 20.055767 20.685112
4.335000 17.713146 18.077763 19.336169 19.253068 20.171624 20.888466
4.370000 17.788492 18.160621 19.443476 19.350859 20.311811 20.959258
4.380000 17.805007 18.181293 19.477890 19.377924 20.335992 20.999164
4.420000 17.872211 18.267843 19.618503 19.486537 20.433056 21.078388
4.470000 17.942985 18.387062 19.772312 19.627115 20.590322 21.218530
4.535000 18.047688 18.534943 19.995217 19.813102 20.804420 21.405290
4.570000 18.128641 18.622242 20.091762 19.907812 20.885199 21.522231
4.580000 18.148472 18.647586 20.121297 19.934353 20.907969 21.537201
4.620000 18.244435 18.772880 20.212011 20.032756 21.009199 21.607558
4.670000 18.317885 18.877602 20.337537 20.148287 21.107735 21.697974
4.680000 18.344638 18.898307 20.367470 20.172487 21.141159 21.714088
4.735000 18.458537 19.063223 20.487909 20.302573 21.272215 21.825372
4.770000 18.519013 19.111905 20.562197 20.382906 21.349027 21.892930
4.780000 18.544168 19.131607 20.585455 20.406363 21.373040 21.912777
4.820000 18.608812 19.239606 20.671754 20.496070 21.472533 21.998881
4.870000 18.670288 19.364367 20.801237 20.611708 21.596714 22.093725
4.880000 18.687178 19.390241 20.822812 20.634959 21.609204 22.105051
4.935000 18.764096 19.520986 20.951985 20.755655 21.726772 22.211123
4.970000 18.847604 19.608841 21.038809 20.832576 21.810522 22.259363
4.980000 18.867705 19.635755 21.056141 20.855937 21.832892 22.280329
5.020000 18.936593 19.716687 21.151661 20.941989 21.916636 22.350569
5.070000 19.011238 19.852764 21.241269 21.042358 22.000323 22.453044
5.080000 19.025111 19.875222 21.261683 21.064595 22.017464 22.486377
5.135000 19.132609 19.986341 21.369597 21.179962 22.128109 22.586182
5.170000 19.201476 20.058895 21.440197 21.254961 22.201332 22.667269
5.180000 19.224109 20.077166 21.468117 21.277728 22.222004 22.684324
5.220000 19.312082 20.236677 21.555332 21.363734 22.301429 22.771118
5.270000 19.390421 20.413055 21.650124 21.467485 22.391088 22.882855
5.280000 19.407509 20.438296 21.672336 21.489473 22.414453 22.895571
5.335000 19.521278 20.565630 21.775211 21.605420 22.517716 23.000203
5.370000 19.581127 20.679065 21.855957 21.683415 22.603396 23.078656
5.380000 19.598513 20.712114 21.873667 21.706606 22.621658 23.100653
5.420000 19.687309 20.887023 21.960164 21.800685 22.715554 23.214697
5.470000 19.765259 21.057519 22.068122 21.918760 22.835996 23.357381
5.480000 19.792722 21.076380 22.090130 21.943506 22.861036 23.372616
5.535000 19.890775 21.225265 22.201592 22.076803 22.957524 23.517788
5.570000 19.938372 21.332143 22.282965 22.161474 23.046307 23.606938
5.580000 19.950924 21.356458 22.310508 22.186621 23.063883 23.650807
5.620000 20.038325 21.444597 22.399130 22.287864 23.153177 23.765753
5.670000 20.166867 21.596480 22.528555 22.414547 23.270286 23.882149
5.680000 20.189918 21.622038 22.551768 22.439587 23.292317 23.897753
5.770000 20.360332 21.875922 22.832356 22.686905 23.484534 24.125268
5.780000 20.394500 21.901030 22.863346 22.712806 23.504852 24.156931
5.820000 20.481903 21.987664 22.970713 22.819803 23.616450 24.262757
5.870000 20.579646 22.141499 23.110724 22.959490 23.738365 24.455738
5.880000 20.599586 22.173586 23.142869 22.986199 23.761287 24.489293
5.935000 20.756184 22.289119 23.309347 23.141810 23.893691 24.604466
5.970000 20.819549 22.417044 23.408088 23.235711 23.969363 24.744141
6.020000 20.941860 22.592885 23.541145 23.378220 24.087799 24.867596
6.070000 21.028863 22.702796 23.678021 23.518756 24.204686 25.014238
6.080000 21.061423 22.749543 23.712139 23.546600 24.228034 25.039454
6.135000 21.203643 22.917424 23.849465 23.701146 24.389831 25.164847
6.170000 21.271108 23.012228 23.935719 23.791728 24.471765 25.249623
6.180000 21.292550 23.027534 23.957370 23.817790 24.496391 25.273819
6.220000 21.487677 23.125771 24.043258 23.919166 24.644804 25.357101
6.270000 21.589100 23.263686 24.168164 24.051310 24.826710 25.474893
6.280000 21.613339 23.283823 24.191535 24.076810 24.854646 25.496082
6.335000 21.698196 23.427593 24.311160 24.214961 24.988678 25.605011
6.370000 21.771885 23.570806 24.391491 24.300493 25.087808 25.676094
6.380000 21.797192 23.604455 24.416047 24.326328 25.121606 25.692247
6.420000 21.899521 23.772401 24.498650 24.421374 25.208197 25.757210
6.470000 21.979256 23.975293 24.630638 24.543872 25.306194 25.851740
6.480000 22.011991 23.999888 24.659886 24.567590 25.331799 25.870611
6.535000 22.097093 24.149475 24.770934 24.696554 25.471888 26.026840
6.570000 22.137600 24.233791 24.857026 24.778544 25.555366 26.103434
6.580000 22.159179 24.254749 24.882524 24.802470 25.576252 26.128962
6.620000 22.219041 24.361453 24.974402 24.893602 25.672778 26.201285
6.680000 22.303544 24.486019 25.107414 25.026384 25.804583 26.296422
6.735000 22.423497 24.581722 25.239922 25.152519 25.927144 26.352085
6.770000 22.492484 24.672153 25.333904 25.235781 26.012964 26.422922
6.780000 22.509224 24.696724 25.360298 25.260281 26.038541 26.447793
6.875000 22.665250 24.904993 25.579936 25.467128 26.239455 26.629816
6.970000 22.859192 25.073617 25.799451 25.673706 26.461976 26.837297
6.980000 22.878948 25.096126 25.816371 25.696447 26.481107 26.861874
7.020000 22.938886 25.178344 25.902375 25.785013 26.558819 26.957137
7.070000 23.047774 25.293984 26.002199 25.893045 26.671238 27.046271
7.080000 23.067911 25.316661 26.024301 25.916573 26.697521 27.074834
7.135000 23.180016 25.442424 26.120153 26.034265 26.798317 27.288475
7.170000 23.230734 25.508968 26.193905 26.111476 26.869482 27.370959
7.180000 23.257490 25.530812 26.216231 26.133826 26.888611 27.387367
7.220000 23.371512 25.609058 26.326686 26.222381 26.971434 27.466361
7.270000 23.550621 25.693456 26.463458 26.332572 27.067045 27.613087
7.280000 23.598269 25.715608 26.492755 26.356256 27.088213 27.634610
7.335000 23.766306 25.824897 26.631363 26.475215 27.184088 27.939217
7.370000 23.899146 25.893695 26.729409 26.554413 27.271316 28.092178
7.380000 23.921483 25.910378 26.746535 26.578163 27.296548 28.137220
7.420000 24.108916 25.978894 26.834883 26.667624 27.375893 28.273315
7.440000 24.141120 26.019806 26.877307 26.712811 27.414225 28.300467
7.475000 24.251127 26.094458 26.960201 26.794053 27.489439 28.407699
7.520000 24.433562 26.183605 27.069909 26.899567 27.580612 28.620634
7.570000 24.515455 26.285370 27.202374 27.020920 27.682877 28.887714
7.580000 24.571775 26.305937 27.228796 27.045224 27.707489 28.920784
7.620000 24.706908 26.391238 27.315823 27.141278 27.787010 29.109456
7.670000 25.061901 26.483716 27.443867 27.261128 27.881304 29.311115
7.680000 25.081279 26.508593 27.467438 27.284936 27.902433 29.356671
7.720000 25.171442 26.571146 27.565765 27.380549 27.979861 29.428790
7.735000 25.248581 26.598157 27.607561 27.416202 28.016141 29.466026
7.770000 25.373760 26.672774 27.680944 27.499360 28.092855 29.553259
7.780000 25.393381 26.697277 27.707010 27.523248 28.116761 29.582463
7.820000 25.503203 26.776617 27.788714 27.621205 28.196006 29.681185
7.870000 25.676583 26.867224 27.902213 27.745885 28.338003 29.853124
7.880000 25.700237 26.885043 27.917443 27.770390 28.372526 29.895251
7.935000 25.883658 26.972967 28.030862 27.902764 28.517062 30.003170
7.970000 26.023976 27.035244 28.098435 27.986440 28.634535 30.099991
7.980000 26.047748 27.052461 28.124745 28.010832 28.669109 30.117223
8.020000 26.144396 27.121962 28.207306 28.104017 28.791951 30.227968
8.070000 26.252251 27.220031 28.320130 28.234431 29.038198 30.344175
8.080000 26.277357 27.239472 28.344996 28.259170 29.073525 30.382090
8.135000 26.356209 27.366763 28.459676 28.399842 29.335952 30.716508
8.170000 26.423450 27.423559 28.527725 28.484281 29.439391 30.803309
8.180000 26.452830 27.443494 28.554090 28.508704 29.472509 30.820983
8.220000 26.547093 27.535716 28.636573 28.607050 29.602073 31.062710
8.270000 26.698410 27.625545 28.724061 28.729403 29.766200 31.203823
8.280000 26.721050 27.652629 28.751130 28.753778 29.807219 31.241954
8.370000 26.874706 27.850649 28.915652 28.958794 30.087830 31.410712
8.380000 26.907953 27.877264 28.941224 28.983425 30.123034 31.440540
8.420000 27.069147 27.956602 29.026427 29.079909 30.240346 31.541451
8.470000 27.157357 28.046596 29.127088 29.204210 30.396711 31.628399
8.480000 27.164531 28.067909 29.144555 29.227785 30.438465 31.666593
8.535000 27.328835 28.179604 29.296205 29.362796 30.622044 31.791710
8.570000 27.429686 28.247598 29.368784 29.444018 30.710826 31.869173
8.580000 27.455634 28.269063 29.393858 29.468319 30.733507 31.887277
8.620000 27.510562 28.356602 29.472508 29.564436 30.884013 31.965268
8.670000 27.667155 28.455602 29.561688 29.679210 31.018258 32.055542
8.680000 27.684975 28.476750 29.582816 29.703294 31.046819 32.072219
8.735000 27.858936 28.627882 29.690143 29.834714 31.222006 32.154560
8.770000 27.934786 28.685193 29.757498 29.915430 31.335489 32.228101
8.780000 27.954932 28.703723 29.776010 29.940188 31.368432 32.249717
8.820000 28.023026 28.790249 29.849702 30.035361 31.469554 32.351279
8.870000 28.149536 28.896579 29.949142 30.154347 31.595621 32.513172
8.880000 28.177515 28.914578 29.975566 30.177922 31.617697 32.530674
8.925000 28.224941 29.037836 30.057640 30.282448 31.739183 32.640353
8.940000 28.255678 29.074336 30.095263 30.319312 31.769350 32.668536
8.970000 28.341026 29.137417 30.158535 30.386818 31.843667 32.730801
9.020000 28.470484 29.292374 30.265544 30.501728 31.979863 32.826670
9.070000 28.580441 29.412920 30.377012 30.618889 32.073162 32.921676
9.170000 28.742918 29.689681 30.580051 30.848451 32.400370 33.120622
9.180000 28.779445 29.715899 30.603752 30.872612 32.446614 33.147310
9.220000 28.850341 29.812221 30.680411 30.965971 32.569564 33.227048
9.270000 28.937851 29.944963 30.775534 31.084429 32.703165 33.326724
9.280000 28.954065 29.965672 30.796012 31.108114 32.736040 33.352072
9.325000 29.063564 30.064686 30.904622 31.212352 32.840860 33.428524
9.370000 29.146823 30.186493 31.030041 31.316431 32.950132 33.524129
9.380000 29.164090 30.210100 31.052713 31.340176 32.975558 33.539868
9.425000 29.254862 30.301475 31.182064 31.444519 33.045237 33.635219
9.470000 29.358653 30.415507 31.302786 31.551397 33.148276 33.726126
9.480000 29.375185 30.437422 31.332076 31.575578 33.166512 33.744963
9.525000 29.453763 30.546384 31.455179 31.681483 33.259019 33.843249
9.565000 29.557575 30.630856 31.572879 31.775027 33.332324 33.942980
9.580000 29.591161 30.652333 31.615314 31.809931 33.374740 33.971594
9.625000 29.738395 30.743649 31.698291 31.917761 33.466555 34.061255
9.665000 29.813462 30.809519 31.819895 32.012552 33.549821 34.130718
9.680000 29.840025 30.836063 31.870315 32.047867 33.589438 34.159695
9.705000 29.881895 30.879795 31.915576 32.106498 33.647381 34.199797
9.725000 29.927054 30.928360 31.969005 32.152400 33.680575 34.244296
9.770000 30.113690 31.003257 32.059685 32.262873 33.759593 34.328492
9.780000 30.139218 31.016668 32.086679 32.286789 33.777898 34.344558
9.820000 30.236857 31.087139 32.207848 32.381791 33.850607 34.419737
9.870000 30.338226 31.194326 32.330824 32.504051 33.950784 34.537437
9.880000 30.354582 31.218963 32.353036 32.528141 33.978596 34.579839
9.925000 30.485358 31.299996 32.486561 32.643203 34.102354 34.722907
9.970000 30.588213 31.382405 32.617322 32.751928 34.206544 34.819786
9.980000 30.609800 31.408811 32.647596 32.777616 34.226405 34.836787
10.020000 30.731028 31.488584 32.759511 32.879034 34.312644 34.925023
10.055000 30.801951 31.565148 32.853516 32.966413 34.394791 35.024455
10.070000 30.837030 31.590280 32.884411 33.003472 34.423328 35.088653
10.080000 30.871174 31.612190 32.915744 33.029176 34.446068 35.122234
10.105000 30.937006 31.679664 32.967909 33.091162 34.495437 35.222248
10.125000 30.993351 31.725226 33.014641 33.142095 34.538701 35.335064
10.145000 31.032474 31.772808 33.067972 33.194096 34.601501 35.363904
10.170000 31.093845 31.811402 33.150127 33.260183 34.658578 35.459626
10.180000 31.107782 31.830714 33.176664 33.286027 34.693913 35.484973
10.205000 31.157949 31.884718 33.253246 33.350460 34.750003 35.604736
10.220000 31.198981 31.915290 33.299006 33.388712 34.790504 35.656074
10.270000 31.262116 32.054465 33.429669 33.521919 34.914242 35.728905
10.280000 31.293258 32.072677 33.454547 33.546866 34.935795 35.808887
10.305000 31.421801 32.144650 33.519727 33.610538 34.987408 35.879142
10.320000 31.453886 32.177782 33.556055 33.648667 35.016864 35.911873
10.370000 31.614323 32.324708 33.681652 33.785779 35.132010 36.014549
10.380000 31.633518 32.359125 33.705160 33.810360 35.153167 36.032969
10.425000 31.787437 32.491917 33.851638 33.943501 35.248038 36.187131
10.445000 31.856440 32.538558 33.901108 33.996809 35.293049 36.269762
10.465000 31.913737 32.580624 33.961355 34.048703 35.331814 36.333145
10.480000 31.939379 32.613934 33.997269 34.087882 35.366145 36.355263
10.505000 32.001058 32.678592 34.057683 34.154916 35.436302 36.398638
