depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.090000 0.011448 0.075505 0.223847 0.255420 0.424937 0.693613
0.350000 1.738231 2.119675 2.432590 2.432590 2.732176 3.137252
0.750000 6.129055 6.464330 6.742043 6.742573 7.028241 7.344480
1.250000 12.598466 12.946591 13.220341 13.233777 13.511638 13.984668
1.400000 14.027066 14.479835 14.921166 14.899577 15.290764 15.724243
1.850000 15.794901 16.249551 16.586464 16.582415 16.914313 17.333172
2.100000 16.706894 17.116843 17.437693 17.437533 17.764835 18.122544
2.650000 23.083676 23.493184 23.847715 23.845493 24.174761 24.618812
3.650000 28.909477 29.387441 29.819878 29.805944 30.213294 30.719130
5.310000 36.372838 37.393025 38.403487 38.348744 39.249240 40.250998
5.470000 37.760112 39.472997 40.479709 40.353481 41.290041 42.040596
6.450000 42.858608 43.050321 43.289388 43.323387 43.623426 43.909983
6.720000 44.458384 45.026367 45.576460 45.621132 46.201261 47.108653
