depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.000000 5.438418 5.806917 6.100529 6.098772 6.389117 6.760349
0.040000 6.683915 7.048588 7.325000 7.313050 7.563376 7.891412
0.090000 7.818069 8.150185 8.431123 8.452717 8.772820 9.182873
0.140000 8.250512 8.611928 8.930394 8.933078 9.255608 9.625739
0.390000 12.490726 12.834788 13.095505 13.101952 13.363929 13.760062
0.440000 12.974014 13.299106 13.572999 13.607218 13.915691 14.465969
0.490000 13.268425 13.611601 13.950227 13.986433 14.381262 14.879182
0.840000 14.478101 15.062828 15.413352 15.399877 15.757357 16.176065
0.890000 14.575040 15.128867 15.474189 15.467747 15.815286 16.238393
1.060000 15.644124 16.075923 16.404486 16.402698 16.739974 17.124535
1.180000 15.966175 16.393720 16.713099 16.708440 17.013564 17.445840
1.260000 16.343784 16.743755 17.076627 17.069129 17.383780 17.799755
1.600000 18.954517 19.340218 19.665028 19.676465 20.012005 20.427492
1.720000 19.821593 20.235149 20.552906 20.552652 20.857983 21.313860
1.920000 21.693101 22.140260 22.420663 22.419950 22.722030 23.053665
2.000000 21.672358 22.324441 22.788460 22.796996 23.294665 23.903106
