depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.060000 0.118698 0.382041 0.608389 0.622737 0.855202 1.182427
0.700000 7.334447 7.656074 7.905589 7.912054 8.165516 8.554928
1.350000 7.927917 8.266979 8.565870 8.578736 8.891601 9.267508
2.000000 9.645718 10.105108 10.456156 10.462481 10.830698 11.247790
3.600000 12.301269 12.724163 12.965073 12.968647 13.224172 13.616108
4.000000 13.669789 14.068169 14.459402 14.464350 14.854021 15.301860
5.000000 14.448295 15.051271 15.404347 15.395336 15.753594 16.197685
6.000000 16.094205 16.517714 16.864624 16.859429 17.200607 17.638854
6.650000 17.885421 18.261432 18.535926 18.538335 18.819922 19.213233
7.050000 22.950616 23.254936 23.541247 23.538854 23.802586 24.171986
7.350000 24.548296 24.942397 25.225433 25.211235 25.493822 25.744596
8.000000 28.591853 28.898658 29.155503 29.171423 29.467050 29.773617
