depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.080000 1.510698 1.873826 2.179769 2.190117 2.511776 2.898703
0.200000 5.305810 5.664451 5.947288 5.947021 6.226848 6.595269
0.520000 9.611392 10.040244 10.401164 10.406717 10.781363 11.171271
0.870000 13.327968 13.711166 14.080763 14.119528 14.557989 15.032016
0.970000 13.772814 14.204239 14.629001 14.625027 15.033377 15.499846
1.720000 17.805917 18.266624 18.610878 18.614354 18.964287 19.484752
2.090000 22.499619 23.162520 23.730698 23.740960 24.312551 25.051781
2.740000 27.608787 27.984344 28.373639 28.372500 28.737288 29.200551
2.920000 30.107730 30.664820 31.087554 31.112692 31.543359 32.327170
3.370000 33.948364 34.695456 35.320099 35.331742 35.942640 36.859642
3.840000 32.895972 35.132028 37.211664 37.165245 39.167809 41.030719
4.620000 39.856749 41.094413 41.838195 41.790989 42.465185 43.661271
