depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.115000 4.102939 4.527567 4.848912 4.840466 5.170185 5.504393
0.155000 7.207458 7.500617 7.739306 7.746544 7.989790 8.333086
0.195000 7.835546 8.164784 8.447265 8.465795 8.782134 9.176660
0.235000 11.364749 11.829872 12.195757 12.165650 12.498656 12.794744
0.475000 15.804383 16.248766 16.583366 16.575853 16.901807 17.290728
0.495000 16.061498 16.464978 16.789949 16.785043 17.099875 17.542454
0.535000 16.329468 16.762639 17.081985 17.081227 17.404224 17.805546
0.675000 18.049402 18.380485 18.674454 18.679518 18.961854 19.381700
0.775000 18.658673 18.982121 19.283104 19.294668 19.606733 20.020467
0.815000 18.408946 18.945022 19.364106 19.376965 19.820145 20.378604
0.875000 19.567075 19.956052 20.293421 20.291729 20.615510 21.054008
1.035000 21.194975 21.647062 21.989850 21.966486 22.264446 22.647752
