depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.100000 3.241636 3.666457 4.023423 4.023792 4.378547 4.810045
0.180000 6.654447 6.991012 7.268525 7.254328 7.504630 7.812264
0.260000 9.955721 10.379981 10.731834 10.734705 11.070306 11.554224
0.300000 10.850105 11.305618 11.663125 11.662908 12.038141 12.424397
0.340000 12.746187 13.043593 13.298007 13.320448 13.587963 14.049633
0.380000 13.726885 14.121143 14.501645 14.504668 14.890336 15.294385
0.420000 14.827472 15.285573 15.619452 15.613574 15.955059 16.352157
0.740000 20.093194 20.513429 20.837001 20.853390 21.214161 21.663449
0.900000 20.248207 20.632738 20.953646 20.964009 21.295665 21.723869
0.980000 21.310484 21.767377 22.083471 22.061234 22.353312 22.722808
