depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.045000 0.920095 1.239637 1.505331 1.519699 1.795784 2.205595
0.165000 5.699577 6.040243 6.324360 6.325349 6.603944 6.982043
0.245000 8.265810 8.593766 8.898403 8.908550 9.214823 9.599430
0.485000 13.420581 13.778980 14.122771 14.150467 14.541683 14.981152
0.565000 14.108157 14.569761 15.000481 14.973996 15.348198 15.787554
0.805000 16.213485 16.621727 16.949577 16.942040 17.261509 17.666815
0.845000 15.939932 16.357575 16.681065 16.675236 16.983329 17.379664
0.885000 15.771908 16.200644 16.524525 16.516601 16.837603 17.204800
0.965000 16.018682 16.431216 16.756071 16.750728 17.066243 17.468688
1.045000 17.180824 17.568983 17.897963 17.885277 18.177417 18.558941
1.125000 17.117412 17.503872 17.833462 17.817839 18.121708 18.497640
1.245000 18.441460 18.837850 19.111076 19.126412 19.420918 19.831379
1.285000 17.209142 17.593509 17.923263 17.907556 18.195719 18.570893
1.365000 17.479210 17.931526 18.219916 18.212451 18.514958 18.825823
