depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.305000 4.286527 4.693692 5.019575 5.004943 5.305863 5.643876
0.405000 6.027659 6.377316 6.652918 6.653881 6.933474 7.255155
0.405000 6.016227 6.363618 6.641021 6.643765 6.930750 7.245411
0.505000 7.550547 7.858591 8.119780 8.130871 8.391847 8.819995
0.575000 8.206750 8.542746 8.849220 8.853589 9.161356 9.513928
0.605000 8.999923 9.400008 9.695976 9.706875 10.036013 10.438279
0.655000 9.390537 9.737234 10.073573 10.082413 10.420114 10.900371
0.675000 10.657615 11.145589 11.482008 11.484916 11.849011 12.318637
0.705000 11.064666 11.488145 11.882548 11.868298 12.256553 12.557625
0.755000 11.416993 11.885332 12.249591 12.217741 12.541416 12.841529
0.805000 12.047942 12.572218 12.825722 12.814807 13.072386 13.423841
0.855000 13.257953 13.590746 13.900031 13.939873 14.298993 14.821221
0.905000 13.524479 13.901049 14.266091 14.287474 14.693185 15.100549
0.955000 13.049312 13.376794 13.661853 13.697127 14.002529 14.608827
1.005000 13.539136 13.890989 14.261034 14.282300 14.691035 15.086065
1.055000 14.208139 14.719862 15.134331 15.110536 15.477488 15.913373
1.105000 14.471863 15.025686 15.370716 15.361410 15.714907 16.122338
1.155000 14.764962 15.264027 15.594015 15.591223 15.936501 16.330824
1.205000 14.286027 14.837992 15.226175 15.199278 15.556657 15.966262
1.255000 15.005593 15.434506 15.775706 15.772527 16.111910 16.546997
1.305000 15.275367 15.691979 16.015627 16.016606 16.351630 16.760063
1.345000 15.735385 16.172297 16.509446 16.502648 16.835997 17.232602
1.405000 15.364661 15.799902 16.134293 16.127722 16.464602 16.870923
1.465000 16.877133 17.288218 17.616191 17.612853 17.938605 18.308084
1.505000 17.180668 17.596849 17.930947 17.915430 18.214754 18.574981
1.805000 19.510767 19.907341 20.232063 20.226480 20.535020 20.932824
1.825000 19.567605 20.008934 20.331047 20.330215 20.653704 21.101700
1.855000 21.027413 21.461825 21.804599 21.778666 22.090640 22.438636
1.905000 21.776113 22.167153 22.433914 22.434696 22.720961 23.042506
