depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.280000 3.759305 4.178279 4.516622 4.509488 4.827514 5.228540
0.430000 6.740640 7.097975 7.366917 7.359961 7.610117 7.945762
1.030000 12.924403 13.240629 13.507600 13.539487 13.832395 14.383315
1.050000 13.152485 13.474862 13.758566 13.799489 14.119674 14.714579
1.075000 13.452926 13.815883 14.167600 14.197926 14.613164 15.016450
1.080000 13.485040 13.860711 14.230510 14.256400 14.668169 15.103727
1.100000 13.788702 14.184073 14.580987 14.578243 14.960602 15.379199
1.125000 13.946678 14.349631 14.765014 14.752332 15.132735 15.563745
1.150000 13.915249 14.475934 15.014266 14.993049 15.481052 16.027621
1.175000 13.943035 14.482569 15.002215 14.979562 15.449544 15.979256
1.200000 14.092650 14.750776 15.275395 15.253651 15.743939 16.309120
1.225000 14.203117 14.881013 15.367295 15.340910 15.810492 16.341163
1.250000 14.245364 14.912565 15.383619 15.364973 15.831306 16.351195
1.275000 15.051837 15.375293 15.643787 15.637722 15.899926 16.205631
1.300000 15.037576 15.430744 15.742012 15.734696 16.038095 16.403620
1.325000 15.097980 15.423565 15.693169 15.686383 15.949438 16.260960
1.350000 15.326664 15.660756 15.918962 15.914469 16.167884 16.503166
1.375000 15.593263 15.907489 16.158803 16.155745 16.407161 16.714153
1.380000 15.373149 15.809865 16.154723 16.147189 16.479844 16.882358
1.400000 15.425924 15.805284 16.115152 16.112329 16.417568 16.795413
1.425000 15.311327 15.632564 15.886190 15.883124 16.134403 16.468228
1.450000 16.489726 16.666725 16.805636 16.798753 16.928063 17.069443
1.475000 16.405103 16.600323 16.749679 16.743553 16.886888 17.040017
1.500000 16.282830 16.564955 16.786278 16.779959 16.989189 17.261037
1.525000 17.185735 17.584379 17.925114 17.912366 18.216404 18.599228
1.550000 16.777032 17.207212 17.540217 17.536420 17.869934 18.208105
1.565000 17.302482 17.697209 18.021470 18.006867 18.309659 18.645858
1.575000 17.416301 17.872209 18.193800 18.179897 18.505244 18.831670
1.585000 17.609144 18.018032 18.315802 18.307485 18.592873 18.944498
1.600000 17.574472 18.048270 18.354305 18.351114 18.650715 19.075217
1.625000 17.827711 18.247167 18.556023 18.555454 18.858514 19.290786
1.650000 17.920005 18.353780 18.723477 18.723411 19.086411 19.582460
1.675000 18.246756 18.619737 18.909292 18.924852 19.241369 19.673951
1.700000 18.528543 18.916093 19.237363 19.255768 19.600263 20.070379
1.750000 18.630138 18.965012 19.260808 19.274262 19.583830 19.999793
1.765000 18.773006 19.110203 19.425862 19.438692 19.769215 20.173363
1.775000 18.934807 19.414336 19.808269 19.807417 20.208700 20.668417
1.800000 19.318455 19.865872 20.327277 20.326644 20.771614 21.401485
1.825000 19.203215 19.686745 20.115091 20.105747 20.507269 21.006988
1.830000 19.005268 19.430912 19.791208 19.785694 20.145749 20.565881
1.850000 19.303634 19.904881 20.363187 20.371284 20.823595 21.507327
1.875000 19.081054 19.523011 19.892727 19.891719 20.257223 20.717748
1.900000 19.873760 20.383100 20.768721 20.778745 21.195029 21.747176
1.925000 19.836427 20.311661 20.657223 20.666501 21.028739 21.530364
1.950000 19.872843 20.424920 20.823205 20.837979 21.265699 21.807485
1.965000 20.551860 20.939998 21.272089 21.277372 21.633120 21.981106
1.975000 20.523905 21.108164 21.626282 21.606956 22.084763 22.649125
2.000000 20.599349 21.215833 21.747451 21.726701 22.215428 22.803677
2.025000 20.771361 21.405447 21.907119 21.888427 22.347541 22.905350
2.050000 20.522379 21.135605 21.670411 21.653206 22.158963 22.756207
2.075000 20.640633 21.217973 21.720402 21.703749 22.174145 22.750119
2.100000 21.375918 21.939321 22.332901 22.318689 22.708609 23.178786
2.125000 23.771161 24.157331 24.534064 24.530655 24.901876 25.333159
2.150000 23.049076 23.592789 24.046527 24.051308 24.516926 25.096740
2.175000 23.781328 24.195973 24.580886 24.581642 24.966064 25.414815
2.200000 23.529955 24.092583 24.581289 24.571037 25.046278 25.573959
2.225000 22.575061 23.017184 23.354730 23.353670 23.683113 24.141790
2.250000 23.822710 24.428648 24.965508 24.948060 25.457805 26.013498
2.275000 23.969640 24.412581 24.813934 24.801625 25.174429 25.608383
2.300000 24.016891 24.633849 25.154937 25.118539 25.575465 26.077260
2.325000 24.060499 24.516191 24.913498 24.898964 25.275831 25.666462
2.350000 24.750259 25.486794 26.011086 26.013269 26.587656 27.147498
2.375000 26.010030 26.462377 26.870943 26.845755 27.201390 27.636277
2.400000 25.642888 26.336997 26.936075 26.921315 27.476012 28.256659
2.425000 20.888548 21.361629 21.751007 21.725991 22.081508 22.472473
2.430000 20.896923 21.360247 21.733636 21.713455 22.069112 22.441391
2.450000 26.954097 27.720821 28.364983 28.376785 29.040000 29.875827
2.500000 27.367429 28.111459 28.825060 28.820056 29.522895 30.312558
2.880000 31.503451 32.031782 32.551962 32.552773 33.071664 33.619769
3.330000 36.228148 37.806677 39.351961 39.210293 40.526760 41.611316
